set,setSize,pMANOVA,s.snp_score,s.rnaSeq_score,s.dnaM_score,p.snp_score,p.rnaSeq_score,p.dnaM_score,s.dist,SD,p.adjustMANOVA
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN_1_SIGNALING,9,0.6380613457486211,0.10387121460308966,-0.05987986208422091,-0.14371073657734257,0.6301670122428009,0.6226322852749819,0.2770167969000367,0.1871566266899165,0.12592249811216216,0.8066652634901814
REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY,10,0.6388219171202123,0.20476520639992704,0.0952148746380495,-0.07308873706191325,0.27387711380346125,0.6903449924588525,0.5471262952966692,0.237353377034433,0.1399584431165699,0.8072646468362145
BIOCARTA_TALL1_PATHWAY,14,0.6406130459133459,-0.0981061109239164,0.061589292261126326,0.11346991131832633,0.43010824235745193,0.8133857920837646,0.32362789337757925,0.16215261544739593,0.11027135743250348,0.8091652009788475
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS,22,0.641248318661369,0.1230451549462861,0.09193266011352788,0.07072864074291446,0.43462581698581393,0.45137730673461374,0.4642467176703915,0.16909838784756423,0.026314176884268237,0.8095278175220083
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,16,0.6419094895965849,0.10191615364088258,-0.02363279699685738,0.11465067338993436,0.530318086965621,0.7001923539674717,0.28614398293038157,0.15521014263124708,0.07642755303956307,0.8095278175220083
KEGG_DILATED_CARDIOMYOPATHY,86,0.6419809441800461,0.09036143265693798,0.034593558650704945,0.019112903328280927,0.20914284220156706,0.908168121783422,0.7527301257623144,0.0986265982662401,0.03747456780245166,0.8095278175220083
REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS,11,0.6423647497606497,-0.044229074159856774,0.16018265859593747,-0.11020574032377922,0.7107553446428515,0.4117902160833947,0.35176951575675175,0.1993990980827472,0.1409769267390352,0.8095278175220083
REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION,5,0.6425204653973369,0.05160028260673127,0.2817959705590055,0.1370479772885219,0.8855066655451396,0.2882443521056492,0.4725156784689374,0.3175747254856117,0.11636390107051048,0.8095278175220083
BIOCARTA_PLCD_PATHWAY,5,0.642623750105299,0.28692266565578767,-0.0386769557187348,-0.0996078031211168,0.2663225095359142,0.7809021778204556,0.5685625389409918,0.3061735413344972,0.2078194267857308,0.8095278175220083
WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_PREGNANCY_AND_LACTATION_STAGE_3_OF_4,31,0.6432453014340285,-0.027061135102692285,0.1262654385680274,-0.04217815547099533,0.6550010607198598,0.3057566779731213,0.521674992354659,0.13584646778167594,0.09319406890212258,0.8099487307600949
WP_DEGRADATION_PATHWAY_OF_SPHINGOLIPIDS_INCLUDING_DISEASES,9,0.6447728127675275,0.0028715131480592454,0.2566659522883756,-0.004017991300734133,0.939713579232893,0.19924035247559735,0.9468406053784513,0.2567134607026888,0.1485570603366867,0.8114810800349943
REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA,9,0.645799980885786,-0.04618386624625174,0.24676150413545497,0.002863145644883234,0.7291753658271292,0.21939010365986794,0.9869047723366511,0.2510625161740152,0.15690177855265583,0.8114810800349943
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,35,0.6458068700650779,-0.07573760737582198,0.027898493927354672,0.025846381218703005,0.21051785339430804,0.9319367044239029,0.7686828380894333,0.08474990593818575,0.05925082193334802,0.8114810800349943
WP_PILOCYTIC_ASTROCYTOMA,6,0.6459521140255722,0.17498158544662248,0.23942125237517028,0.08890632901115367,0.47556950761644123,0.3324414135354389,0.6172173543068908,0.30958912557218177,0.07551618215054935,0.8114810800349943
WP_ARYL_HYDROCARBON_RECEPTOR_NETPATH,48,0.6463832355859374,0.11565896100098676,0.029188519532078093,0.038419942133306746,0.26359550339232496,0.9868362820800838,0.518634551197433,0.12531981840805914,0.04748372080111994,0.8114810800349943
PID_MYC_PATHWAY,25,0.6464694329807282,0.10242721143887379,0.1248530708655769,-0.03750320335933319,0.43013862339855113,0.36458273441213973,0.6040361430458441,0.16578936398309763,0.08798011132903723,0.8114810800349943
PID_TCR_RAS_PATHWAY,13,0.6464780073380277,0.023020821350931284,0.15388325386415772,0.11397454465929213,0.9659699857294886,0.3954723700107463,0.3392834162423528,0.19287356186316798,0.0670699399847293,0.8114810800349943
KEGG_PEROXISOME,76,0.6490035512175374,0.05298500567214323,0.06659135794166121,-0.037404400375944245,0.5190807243452272,0.4889374248109867,0.37382836217191684,0.09295648953179887,0.05652506124994773,0.8140194145672793
WP_NANOPARTICLE_TRIGGERED_AUTOPHAGIC_CELL_DEATH,23,0.6490779363139377,0.05107224247857683,0.07636855666432286,0.06262687732135838,0.43898502498029623,0.40587346289370263,0.5312738500928205,0.11118748203735397,0.012663904406480481,0.8140194145672793
PID_LPA4_PATHWAY,14,0.6494044859360056,0.059234618378839456,0.20385938062594602,-0.02457038877899549,0.7692208533195279,0.21815100939170567,0.786876903664855,0.21370795747569174,0.11555645130566533,0.814066655412662
BIOCARTA_MALATEX_PATHWAY,7,0.6502686385873274,0.24861155150618217,0.016760996513367987,0.09916267620691892,0.25897830605188366,0.9562836115471209,0.5445804200763849,0.2681825327998646,0.1175299132100769,0.8147874715602884
REACTOME_SULFUR_AMINO_ACID_METABOLISM,27,0.6514983490118308,-0.06017655707452847,0.048672168837654975,0.08534660865218818,0.46336467354010624,0.8398124897754662,0.3103100625584678,0.11521389520858558,0.07568581046178217,0.8159654877845952
REACTOME_MYOGENESIS,29,0.6536602574194158,-0.02297409604066096,-0.09391676422392052,0.004233761888347125,0.6952721860597316,0.22017469952960964,0.9907774090768293,0.09677857423471484,0.05067322678719682,0.8183094648635778
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,18,0.654572232548781,0.11999017181403195,-0.07930526510197027,0.04983545426083838,0.41993190110628353,0.3952885054221753,0.6441755311716579,0.15221872061687683,0.10109210401745224,0.8187144807107465
WP_OVERVIEW_OF_INTERFERONSMEDIATED_SIGNALING_PATHWAY,37,0.6546945755063244,-0.041185630198002296,-0.09730688408406288,-0.10195427502835812,0.9241490945620701,0.675170065583512,0.23237922038096948,0.14683174051108275,0.033823122206686554,0.8187144807107465
REACTOME_SYNTHESIS_OF_KETONE_BODIES,8,0.6548553724350684,0.1910937072999857,0.13419453395639558,0.1090288903038195,0.36409630469145016,0.5737593581402338,0.4741987303570183,0.2577057951120019,0.0420425572807812,0.8187144807107465
REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2,12,0.6555683147888833,-0.028010526523128763,0.20141768797091858,-0.05595819766864775,0.7763856323746504,0.2608700952069494,0.6065293901699143,0.2109146616761781,0.14122129468623337,0.819242355243935
REACTOME_SODIUM_PROTON_EXCHANGERS,7,0.6563995672917695,0.13464685110415944,-0.01364631935379819,0.1784423954726878,0.5657155865296326,0.8373666359897802,0.26414621075310735,0.22395911467543053,0.10067024425875112,0.8199175446047015
WP_LNCRNAMEDIATED_MECHANISMS_OF_THERAPEUTIC_RESISTANCE,12,0.657959583301305,-0.15879059627458178,-0.15884555072209977,0.14852186715869883,0.9833087094107709,0.4676185252397025,0.29485407810255776,0.26926772453034653,0.17744279959850545,0.8214218732122522
REACTOME_SCAVENGING_BY_CLASS_F_RECEPTORS,6,0.6581868664702859,0.1286988744052414,0.16559180272095173,-0.16121175559722978,0.6135692043420181,0.528035678191699,0.3211902286228944,0.26452462181107383,0.17898315902041498,0.8214218732122522
REACTOME_NUCLEOTIDE_SALVAGE,21,0.6590350586479954,0.07252467431704415,0.07209145614571626,0.1050790811407152,0.637479605591417,0.7046907462639986,0.264838056743571,0.14662407622003987,0.01892159473738814,0.8221163325675304
BIOCARTA_CELL2CELL_PATHWAY,11,0.6606562948451307,-0.0014867814530157117,-0.09740885529183575,-0.11651034310302015,0.9122544052798571,0.4372668246856948,0.3260641198262907,0.15187282725470774,0.06163917966790446,0.8229667186582857
REACTOME_PI_3K_CASCADE_FGFR2,22,0.6609539452889867,0.05780928550911672,0.1586258667805055,0.05101671682285069,0.8707443732520328,0.2625286137553205,0.5797690900093595,0.17637115551677998,0.0602631053564523,0.8229667186582857
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42,19,0.6610115702699727,-0.082561937557501,0.05222205801341377,0.09426294781206945,0.4268650594409906,0.842582104784807,0.3442001902669819,0.13575389573277807,0.09237712736664924,0.8229667186582857
WP_TRIACYLGLYCERIDE_SYNTHESIS,23,0.6612314633437875,0.11070713811722777,-0.016828994301793486,0.07865442322167489,0.406668329894431,0.6886444407881236,0.3906716957352151,0.13684225872021805,0.06634496291673632,0.8229667186582857
REACTOME_ASPARTATE_AND_ASPARAGINE_METABOLISM,11,0.6613888252095419,0.06832420379889853,0.1701624311421252,0.10976712825259899,0.7523686182904175,0.3774294537461709,0.3980653054528842,0.21371072093316806,0.0512121944247713,0.8229667186582857
REACTOME_POU5F1_OCT4_SOX2_NANOG_ACTIVATE_GENES_RELATED_TO_PROLIFERATION,12,0.6614689913985157,0.05140601647091824,-0.05760394217836346,0.13746665079810577,0.8244819254725794,0.5799128437449161,0.26431505198076044,0.15766379662289284,0.09776002941702651,0.8229667186582857
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_CONTROL_BILE_ACID_HOMEOSTASIS,9,0.661762422845037,0.1418327055680245,0.06041146906823155,0.14812965542652307,0.48963301437553053,0.8550267826219657,0.29617667524715235,0.21379536192468787,0.04892775209201083,0.8229684499458579
WP_EBV_LMP1_SIGNALING,20,0.6622948264928717,0.14793856379475492,0.0020206194434371346,-0.045965553661508916,0.26270832456336285,0.8961572419236009,0.587853446352649,0.15492815652423877,0.10098970744541634,0.8232672346964767
WP_MFAP5MEDIATED_OVARIAN_CANCER_CELL_MOTILITY_AND_INVASIVENESS,13,0.6627769464159311,0.17188678798985008,0.09066083706737406,-0.06453900253192513,0.3032297804381411,0.6719416624201087,0.5409522333846258,0.20476752210992946,0.12012618347579002,0.8235032782187361
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST,14,0.663388364095042,0.1789002027880067,0.0051441152120567,0.06590961953489664,0.26415316474873346,0.8737865897862362,0.579715332847663,0.1907244672980886,0.08817642956896916,0.8238996959100169
WP_STRUCTURAL_PATHWAY_OF_INTERLEUKIN_1_IL1,45,0.6644022595399975,-0.04676929094943683,0.10794001432981747,0.050612027648670996,0.49052968530203367,0.47153352627359946,0.4680366810631622,0.12806244809523248,0.07821401026330405,0.8247954041337943
BIOCARTA_RELA_PATHWAY,14,0.6648775883657868,0.14987126129603998,-0.060664696389678155,0.0678207743190293,0.3591840104827607,0.5357345261728224,0.5678578556654431,0.1753318504429541,0.10611800669933859,0.825022036113953
PID_INTEGRIN_A9B1_PATHWAY,22,0.6653701773881403,-0.0043660608683651755,-0.1172439061046988,0.00280809596723902,0.9363144592536117,0.21377915558695065,0.8961616221474005,0.11735877218663683,0.06733666617945493,0.8252698767076494
PID_WNT_NONCANONICAL_PATHWAY,31,0.6657339380087834,0.04206175589445704,0.1708805099959416,-0.017811044976401073,0.6868843788923333,0.2437939014854798,0.7638341601201417,0.17688011004222426,0.09642227146797291,0.825357781482073
WP_SULINDAC_METABOLIC_PATHWAY,5,0.6664419422264657,-0.08984565924396964,0.011182753214703087,0.2200531728033554,0.661688547096465,0.9444744982072576,0.2418561899195399,0.23795103554149089,0.15804581530227005,0.8255408477721401
REACTOME_FORMATION_OF_APOPTOSOME,11,0.6664675048550812,0.0031589649097648505,0.22767171523552385,-0.0076485476693533925,0.6540396070453679,0.23733609974953987,0.9217465051215679,0.2278220561294208,0.13285230114717933,0.8255408477721401
WP_STEROID_BIOSYNTHESIS,10,0.6668368457648182,0.016408826008911623,-0.11448688608756656,0.126903133997056,0.9991917253344582,0.39997858008852694,0.34839172654141615,0.17170003516392454,0.12083861230271659,0.8255624773993444
REACTOME_RRNA_PROCESSING_IN_THE_MITOCHONDRION,9,0.66707088752246535,0.0444627013092511,-0.11573345487970478,0.03601286997175621,0.7106441125034615,0.23367100063769325,0.8314677792496455,0.12910496190972276,0.0901490942950192,0.8255624773993444
WP_REGUCALCIN_IN_PROXIMAL_TUBULE_EPITHELIAL_KIDNEY_CELLS,32,0.6678352072215923,0.07265121943261071,0.15820189142756225,0.03544170982139468,0.6967014987689606,0.2615078620546843,0.681176289173767,0.1776574032551627,0.062946441880213,0.8259573278918644
REACTOME_TYROSINE_CATABOLISM,5,0.668547268887564,0.27126221514429205,-0.004689541670681862,0.12760558732254876,0.29501746392813566,0.891805751243796,0.504785863185238,0.2998138874068409,0.1380148542498964,0.8259573278918644
PID_INTEGRIN_A4B1_PATHWAY,33,0.6687975220075333,0.09262350300321792,0.09157377715710026,0.05458561364913035,0.4221079776375707,0.4939245377125815,0.4892712819130751,0.14122485329734813,0.02166451472861452,0.8259573278918644
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,54,0.6688554372779398,-0.008323534001264031,0.0647501944392871,0.0671531895927122,0.5611184874177987,0.8919990305923358,0.27664587593500817,0.09365585817593279,0.04289965030625208,0.8259573278918644
WP_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,54,0.6688554372779398,-0.008323534001264031,0.0647501944392871,0.0671531895927122,0.5611184874177987,0.8919990305923358,0.27664587593500817,0.09365585817593279,0.04289965030625208,0.8259573278918644
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX,14,0.6699934897498507,-0.10982863685793703,-0.013409441941668144,-0.08891633621778361,0.3844908664270309,0.772842926760134,0.3917252860225199,0.14194455767535968,0.05072027298426487,0.8270002865155845
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,59,0.6708108548033487,-0.017193671001018825,-0.03092305047024556,0.04609832613683631,0.5488718434651281,0.4064885697465551,0.45991415929250534,0.05811121273467587,0.04108256973615904,0.8275913388640755
WP_NUCLEOTIDE_METABOLISM,14,0.6713075854281506,-0.10451931882615666,0.09181797364613625,-0.08300632824163154,0.4047736527173411,0.654476384150773,0.422172465152017,0.16200271238631728,0.10768370173010237,0.8275913388640755
PID_LIS1_PATHWAY,27,0.671353371413512,-0.010288156303708138,0.10103356131973594,-0.07337089234143902,0.7973464096765324,0.47721348979831,0.32095274547614117,0.12528732783509036,0.08830710603484182,0.8275913388640755
KEGG_PROTEIN_EXPORT,23,0.671976585880182,0.003289259871014605,-0.09063157292172273,0.06111763889079482,0.9066360025755508,0.2880299452351185,0.5133059649032699,0.10936300573937335,0.07658662583229638,0.8279353318436378
PID_INTEGRIN1_PATHWAY,64,0.6722986962563111,0.01569647214029515,-0.04512264348663353,-0.024568240281785073,0.9891676717676658,0.2749605355321765,0.5635691299669101,0.05372178909359236,0.030937289751964445,0.8279353318436378
REACTOME_DISEASES_OF_GLYCOSYLATION,136,0.6725299771364492,0.05838708757200917,0.044955856761738064,0.020144914035275695,0.29716821520607434,0.5725043766384904,0.6746244357083315,0.07639305343951128,0.019401222800243846,0.8279353318436378
REACTOME_DEADENYLATION_OF_MRNA,25,0.673025250187689,-0.011797816516858628,0.1671593574101809,0.03223687150359739,0.5488057897377587,0.3125674429447339,0.7464037626835511,0.17064775160748386,0.09324591237888465,0.8279353318436378
REACTOME_RETINOID_CYCLE_DISEASE_EVENTS,11,0.6733510861518479,-0.11839344107635683,-0.12224953958240012,-0.020860818019547284,0.41044603802866875,0.3519154146275404,0.8338908971991499,0.17145591429418308,0.05745600478653168,0.8279353318436378
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS,14,0.6733952379650879,-0.05738546275827213,0.20030108742370642,-0.04587770400209743,0.5559594431951151,0.32613871978291564,0.6544648379457356,0.21335037071353868,0.14556715747044335,0.8279353318436378
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_RAS,9,0.6742570809797848,0.1529004497198766,0.20530487425121127,0.027380736814005026,0.4520845556674211,0.3194596066928663,0.8707784639936442,0.25744580723780297,0.09143159621743335,0.8286028929518553
KEGG_BASE_EXCISION_REPAIR,32,0.6745262726868546,0.12482918636918473,0.07802632794350343,0.016877785000611926,0.26041013666137136,0.5958391685280056,0.8713932158267612,0.14817318667176826,0.054134334327195895,0.8286028929518553
REACTOME_DECTIN_2_FAMILY,26,0.6762924637786925,-0.06581362915860753,-0.01151097294249044,0.10270350504249641,0.6632230655594631,0.8811489520907466,0.2546521900239839,0.12252324770884727,0.08601526024768484,0.8304105285090873
REACTOME_MET_PROMOTES_CELL_MOTILITY,41,0.6768082726240591,-0.08358687401479832,-0.005331215694098851,0.010208700102046204,0.23834691496823301,0.6910011387004349,0.9368105345008022,0.08437656621430083,0.0502710101451221,0.8304747733124465
WP_ENDOCHONDRAL_OSSIFICATION,64,0.6772288960511008,0.09816651550891749,0.02421445718120248,0.025259053391224997,0.24450030668565745,0.9104350595931253,0.697617016836876,0.10421623905113626,0.04239790903765287,0.8304747733124465
WP_ENDOCHONDRAL_OSSIFICATION_WITH_SKELETAL_DYSPLASIAS,64,0.6772288960511008,0.09816651550891749,0.02421445718120248,0.025259053391224997,0.24450030668565745,0.9104350595931253,0.697617016836876,0.10421623905113626,0.04239790903765287,0.8304747733124465
WP_TYPE_I_INTERFERON_INDUCTION_AND_SIGNALING_DURING_SARSCOV2_INFECTION,27,0.6785198641924495,0.11146471689034343,-0.038249894002928254,0.04501362916851164,0.3648297889976866,0.520707242755238,0.6138873664151792,0.12614937302103385,0.0750144720095832,0.8316959448866128
PID_INTEGRIN4_PATHWAY,11,0.6791775528253703,-0.09563177969493587,-0.05273341763419659,0.11743749057055558,0.49378370120851056,0.6172577357189009,0.3643963360986887,0.16036774867320636,0.11269200015839154,0.8318093850473973
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_BCR_SIGNALING,6,0.6792027661440955,-0.14089366949182955,0.12158299383615867,0.15360409795046193,0.47815699974175896,0.6676223800254464,0.3757858788790043,0.24130410149894138,0.16157984864507244,0.8318093850473973
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA,25,0.6796291482070609,0.08094438588675475,0.06003188439483843,0.09062070307627854,0.5541923701744073,0.7636283272576758,0.29810282303364816,0.13552834602627653,0.015634575259808492,0.8319699998468711
REACTOME_SEMAPHORIN_INTERACTIONS,61,0.6801007765253724,0.08888356312691066,0.07739307203918042,0.03640873485432379,0.36636984375639214,0.5368657801442627,0.5557135858527262,0.12335141412845552,0.02758427958746525,0.8320056153554937
REACTOME_AURKA_ACTIVATION_BY_TPX2,69,0.6804229211311584,0.06760321278604021,0.05285481244765551,-0.051287254231812185,0.6080447334301378,0.8277224125575826,0.2725327301858682,0.09997103592796269,0.06480487187515947,0.8320056153554937
KEGG_PPAR_SIGNALING_PATHWAY,67,0.6805439827517434,0.03768062522134768,-0.021426255029660172,0.051253361041939394,0.7514688211839955,0.45049744205634057,0.35867555881472835,0.06712541202676592,0.03864403585500542,0.8320056153554937
BIOCARTA_CD40_PATHWAY,12,0.6815493738308521,0.08050166490836191,0.007099169451396178,-0.13032068631021795,0.683934890615193,0.8930927461778999,0.2533731869311923,0.15334404957573036,0.1070188510420656,0.8325872774754789
REACTOME_TRANSPORT_OF_NUCLEOTIDE_SUGARS,8,0.6816106632845741,-0.19087312406510734,0.130503399967896,0.006887841316405863,0.28062401885202715,0.5871296891069877,0.9902310103735901,0.23132472684854616,0.1621075136901863,0.8325872774754789
REACTOME_ETHANOL_OXIDATION,12,0.6843007136808847,0.010511301435050469,-0.14604285885233975,-0.049021447145638615,0.9691450173779275,0.25999718353424145,0.648007720187292,0.15440889339631822,0.07902162951414274,0.8353979800678658
REACTOME_ADRENOCEPTORS,9,0.6845045904814415,0.233668837750872,0.0680108344790073,-0.014934551179626786,0.23111727679161728,0.8217142536614117,0.8835959800142034,0.24382296889610536,0.12657419170708373,0.8353979800678658
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI,18,0.6851225861779137,0.06582306787800297,-0.0989844614578678,0.0596346829092403,0.7009563894438446,0.31432883033216863,0.5733873239377241,0.1329920872859056,0.09341649639657601,0.8357902371642254
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION,20,0.685664797380358,0.1192406834590904,-0.049491443999060455,0.05797244214758149,0.39868451710348085,0.5177952098126439,0.5650232302039256,0.14152225149939432,0.08541351869551776,0.8358078492342504
REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS,7,0.6857302155534376,0.1252692995669501,-0.03340995427998885,0.16922082682655284,0.5969775107218707,0.7618540012361206,0.2904040466235474,0.21317671235584673,0.10659117834176843,0.8358078492342504
REACTOME_SIGNALING_BY_NOTCH2,32,0.6863967004045421,0.07521988274757185,0.0017198791254900293,0.08700756719332844,0.6248113286646388,0.8930902626657296,0.26721102740837066,0.11502741192283829,0.04621541909542687,0.8362584962127106
WP_SMALL_CELL_LUNG_CANCER,95,0.6873823040671947,0.03480906467059757,0.07706383572235107,0.03514994494378404,0.642448728487972,0.37627443638261626,0.48191246270357635,0.09157523895155506,0.024297997572483205,0.8366669170978944
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES,35,0.687504960915492,0.029323898427566053,0.0711568076185816,0.08187592474218894,0.8899555046501249,0.6321766202769106,0.269198511565737,0.1123692544330816,0.027768709107753465,0.8366669170978944
REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY,10,0.6877041554011858,-0.0744162221603963,0.30337142321244254,0.04854334855163762,0.7359563439524236,0.2665445894806149,0.7648535293174805,0.31611461723744155,0.1926914237242948,0.8366669170978944
KEGG_ARGININE_AND_PROLINE_METABOLISM,48,0.6879195340368423,0.04915522209067238,0.09533158369162062,-0.03960325768433185,0.6820894134622218,0.37049413971447964,0.46061851342417914,0.11433619167677128,0.06857810087754547,0.8366669170978944
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,78,0.6890834389456761,0.034244490887804464,0.10081233731582416,-0.03684250678695995,0.5278102686584647,0.53933079711867,0.39332964236637435,0.11266402627987172,0.06883978442906177,0.8372632154148585
WP_COMPUTATIONAL_MODEL_OF_AEROBIC_GLYCOLYSIS,11,0.6891178024786502,0.050885719178514796,-0.1856544324687366,0.023635973464371005,0.7553342697960136,0.2487041228034179,0.8865818029187555,0.193947374184885,0.1294193867486856,0.8372632154148585
REACTOME_RHOH_GTPASE_CYCLE,37,0.6893011567645393,0.11175076064829335,0.07505971039190354,0.0492463676492639,0.34032345410267695,0.6775187684258248,0.5194447280993562,0.1433436338183006,0.031409555278192634,0.8372632154148585
REACTOME_TRIGLYCERIDE_METABOLISM,36,0.6903740227163846,-0.009149802870213252,-0.0033808878089761395,0.09606421250993415,0.8127156410261362,0.680956469819599,0.26385164664194893,0.096558180492874,0.05915036966753433,0.8382050822984799
WP_DISORDERS_OF_THE_KREBS_CYCLE,7,0.69086311270831,-0.20996976506432452,0.07159275917140458,0.06989007828707987,0.27039663140056536,0.8286203905022786,0.67644268458017065,0.23258858194227103,0.1620709135413991,0.838281910775097
REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM,11,0.6910322493720902,0.04912796556619654,-0.16041441465721,-0.01795813325580171,0.8426873255803325,0.24297407151322528,0.852228692064234,0.16872710505583222,0.10700649970567429,0.838281910775097
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX,41,0.6916637731611953,0.13032572167584067,0.08895575966061446,0.04450993425232238,0.29958145777619793,0.77049198754684,0.5706919242353136,0.16394833074560944,0.042917079980826826,0.8384151073566433
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,45,0.6920444936404553,0.07263392112628136,0.10858154287447702,0.008728668070007698,0.4897288328316598,0.311647835997486,0.9530483681363305,0.13092680244112406,0.05057454808540021,0.8384151073566433
REACTOME_DISEASES_OF_BASE_EXCISION_REPAIR,5,0.6921317118673502,0.10629815056751404,0.05929368657529477,0.21519865503845725,0.7122093767418407,0.8953511753655322,0.2526542313944828,0.2472357158909774,0.0799740569400701,0.8384151073566433
REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,7,0.6923321344282856,-0.03547112086834483,0.18476869919799985,0.13983057827392592,0.8000944718610038,0.4374927630123948,0.38545262586139994,0.23441472487750892,0.11637274793897537,0.8384151073566433
WP_PHOTODYNAMIC_THERAPYINDUCED_HIF1_SURVIVAL_SIGNALING,35,0.6929055299115537,0.06881576301226353,-0.07256233264334838,-0.002961793137195722,0.5312260830658464,0.3176637582912812,0.9087446171003415,0.10004835618935225,0.07069184134625396,0.8387490478053086
KEGG_GLYCEROLIPID_METABOLISM,46,0.6935558199936225,0.09048773129147628,-0.03064269408560267,0.009254486931800551,0.3571002151090348,0.4581217756644692,0.9456278881176058,0.09598254916115279,0.061729524262930456,0.8389384757290607
WP_HYPERTROPHY_MODEL,20,0.6936574338001105,0.05607749041460841,-0.06904044667270232,0.08148597363466753,0.7454416234126052,0.4178187357921076,0.4057723108912661,0.12062848795851037,0.08057945603675835,0.8389384757290607
REACTOME_NETRIN_1_SIGNALING,49,0.6948806590052923,0.10171688351146961,0.042064318124998945,-0.022481359709563015,0.2735782891181909,0.8528923487232261,0.6383901592449391,0.11234385957851795,0.06211518427285044,0.8394721981707889
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS,14,0.6955969121479997,0.10548592290054418,-0.04755784946048386,0.10245695193175558,0.5408199920181915,0.5977946754034733,0.37523439425220695,0.15455243762112478,0.08749858242697132,0.8394721981707889
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING,14,0.6958185286826515,0.11681060020104886,0.12454866749539828,-0.0760903018380548,0.4905208242978666,0.4986908254639002,0.4595066322412651,0.1869406882623867,0.11367103978010558,0.8394721981707889
WP_EV_RELEASE_FROM_CARDIAC_CELLS_AND_THEIR_FUNCTIONAL_EFFECTS,9,0.6959583082303521,-0.11692156646718292,0.051851531994563514,0.2520657644531058,0.5112878749319185,0.9054351665350198,0.32286521853686756,0.28265948362765353,0.18471678683100257,0.8394721981707889
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,36,0.6959985566187167,0.08806603470540335,0.09739740515934671,-0.029746399052218476,0.43060968926512533,0.43554038851735655,0.6107830413765887,0.13463554232475564,0.07086653061898776,0.8394721981707889
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,36,0.6962129229755096,0.03611936484642,0.007516521094655664,-0.07170988852728366,0.7699428775360793,0.7405081370169541,0.26876852755904973,0.0806437518898436,0.055860084937579456,0.8394721981707889
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING,33,0.696378151785489,0.06912503544021625,0.10303572575474801,0.06115250086904666,0.6889378430078464,0.42669005853113073,0.41825093032973504,0.1383266412118705,0.022239981834235704,0.8394721981707889
WP_PPAR_SIGNALING_PATHWAY,66,0.6970041216406399,0.045510794723133276,-0.015753609894000424,0.05073348577068504,0.6663048992962026,0.5074488947541953,0.3677068070506989,0.06995209245953851,0.036971019426922054,0.8394721981707889
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING,11,0.6971736030411084,-0.05269695413806408,-0.12443874299196038,0.08391041176375501,0.6726747355880438,0.3449355990228167,0.524587207071675,0.1590689376817841,0.10584408893431536,0.8394721981707889
